b_detail_plan_materials_expanded_creatures

[OBJECT:BODY_DETAIL_PLAN]

-Egg

[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_EGG_LEATHERY_ARCHAIC_MATERIALS]
	[ADD_MATERIAL:EGGSHELL:DF_MATERIAL_EXPANDED_EGGSHELL_LEATHERY_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:TCHITIN:DF_MATERIAL_EXPANDED_CHITIN_ARCHAIC_TREATED_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_ARCHAIC_TEMPLATE]

	[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_CHITIN_HARD]
	[ADD_MATERIAL:CHITIN:DF_MATERIAL_EXPANDED_CHITIN_HARD_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_HARD_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_HARD_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_HARD_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_HARD_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_HARD_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_HARD_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_HARD_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_HARD_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_HARD_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_HARD_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_HARD_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_HARD_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_HARD_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_HARD_TEMPLATE]
	[ADD_MATERIAL:TCHITIN:DF_MATERIAL_EXPANDED_CHITIN_HARD_TREATED_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_HARD_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_HARD_TEMPLATE]

	[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_CHITIN_LIGHT]
	[ADD_MATERIAL:CHITIN:DF_MATERIAL_EXPANDED_CHITIN_LIGHT_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_LIGHT_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_LIGHT_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_LIGHT_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_LIGHT_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_LIGHT_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_LIGHT_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_LIGHT_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_LIGHT_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_LIGHT_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_LIGHT_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_LIGHT_TEMPLATE]
	[ADD_MATERIAL:TCHITIN:DF_MATERIAL_EXPANDED_CHITIN_LIGHT_TREATED_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_LIGHT_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_LIGHT_TEMPLATE]

	[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_CHITIN_MEDIUM]
	[ADD_MATERIAL:CHITIN:DF_MATERIAL_EXPANDED_CHITIN_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:TCHITIN:DF_MATERIAL_EXPANDED_CHITIN_MEDIUM_TREATED_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_MEDIUM_TEMPLATE]

[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_CHITIN_UNIQUE]
	[ADD_MATERIAL:CHITIN:DF_MATERIAL_EXPANDED_CHITIN_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:TCHITIN:DF_MATERIAL_EXPANDED_CHITIN_UNIQUE_TREATED_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_UNIQUE_TEMPLATE]

-Skin

[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_SKIN_ARCHAIC]
	[ADD_MATERIAL:SKIN:DF_MATERIAL_EXPANDED_SKIN_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:BONE:DF_MATERIAL_EXPANDED_BONE_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:CARTILAGE:DF_MATERIAL_EXPANDED_CARTILAGE_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:HAIR:DF_MATERIAL_EXPANDED_HAIR_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:TOOTH:DF_MATERIAL_EXPANDED_TOOTH_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:LEATHER:DF_MATERIAL_EXPANDED_LEATHER_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:PARCHMENT:DF_MATERIAL_EXPANDED_PARCHMENT_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_ARCHAIC_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_ARCHAIC_TEMPLATE]

[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_SKIN_HARD]
	[ADD_MATERIAL:SKIN:DF_MATERIAL_EXPANDED_SKIN_HARD_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_HARD_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_HARD_TEMPLATE]
	[ADD_MATERIAL:BONE:DF_MATERIAL_EXPANDED_BONE_HARD_TEMPLATE]
	[ADD_MATERIAL:CARTILAGE:DF_MATERIAL_EXPANDED_CARTILAGE_HARD_TEMPLATE]
	[ADD_MATERIAL:HAIR:DF_MATERIAL_EXPANDED_HAIR_HARD_TEMPLATE]
	[ADD_MATERIAL:TOOTH:DF_MATERIAL_EXPANDED_TOOTH_HARD_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_HARD_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_HARD_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_HARD_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_HARD_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_HARD_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_HARD_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_HARD_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_HARD_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_HARD_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_HARD_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_HARD_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_HARD_TEMPLATE]
	[ADD_MATERIAL:LEATHER:DF_MATERIAL_EXPANDED_LEATHER_HARD_TEMPLATE]
	[ADD_MATERIAL:PARCHMENT:DF_MATERIAL_EXPANDED_PARCHMENT_HARD_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_HARD_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_HARD_TEMPLATE]

[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_SKIN_LIGHT]
	[ADD_MATERIAL:SKIN:DF_MATERIAL_EXPANDED_SKIN_LIGHT_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_LIGHT_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:BONE:DF_MATERIAL_EXPANDED_BONE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:CARTILAGE:DF_MATERIAL_EXPANDED_CARTILAGE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:HAIR:DF_MATERIAL_EXPANDED_HAIR_LIGHT_TEMPLATE]
	[ADD_MATERIAL:TOOTH:DF_MATERIAL_EXPANDED_TOOTH_LIGHT_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_LIGHT_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_LIGHT_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_LIGHT_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_LIGHT_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_LIGHT_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_LIGHT_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_LIGHT_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_LIGHT_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_LIGHT_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_LIGHT_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_LIGHT_TEMPLATE]
	[ADD_MATERIAL:LEATHER:DF_MATERIAL_EXPANDED_LEATHER_LIGHT_TEMPLATE]
	[ADD_MATERIAL:PARCHMENT:DF_MATERIAL_EXPANDED_PARCHMENT_LIGHT_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_LIGHT_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_LIGHT_TEMPLATE]

[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_SKIN_MEDIUM]
	[ADD_MATERIAL:SKIN:DF_MATERIAL_EXPANDED_SKIN_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:BONE:DF_MATERIAL_EXPANDED_BONE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:CARTILAGE:DF_MATERIAL_EXPANDED_CARTILAGE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:HAIR:DF_MATERIAL_EXPANDED_HAIR_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:TOOTH:DF_MATERIAL_EXPANDED_TOOTH_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:NERVE:DF_MATERIAL_EXPANDED_NERVE_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:BRAIN:DF_MATERIAL_EXPANDED_BRAIN_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:LUNG:DF_MATERIAL_EXPANDED_LUNG_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:HEART:DF_MATERIAL_EXPANDED_HEART_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:LIVER:DF_MATERIAL_EXPANDED_LIVER_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:GUT:DF_MATERIAL_EXPANDED_GUT_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:STOMACH:DF_MATERIAL_EXPANDED_STOMACH_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:GIZZARD:DF_MATERIAL_EXPANDED_GIZZARD_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:PANCREAS:DF_MATERIAL_EXPANDED_PANCREAS_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:SPLEEN:DF_MATERIAL_EXPANDED_SPLEEN_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:KIDNEY:DF_MATERIAL_EXPANDED_KIDNEY_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:LEATHER:DF_MATERIAL_EXPANDED_LEATHER_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:PARCHMENT:DF_MATERIAL_EXPANDED_PARCHMENT_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:TALLOW:DF_MATERIAL_EXPANDED_TALLOW_MEDIUM_TEMPLATE]
	[ADD_MATERIAL:SOAP:DF_MATERIAL_EXPANDED_SOAP_MEDIUM_TEMPLATE]

[BODY_DETAIL_PLAN:DF_MATERIAL_EXPANDED_SKIN_UNIQUE]
	[ADD_MATERIAL:SKIN:DF_MATERIAL_EXPANDED_SKIN_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:FAT:DF_MATERIAL_EXPANDED_FAT_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:MUSCLE:DF_MATERIAL_EXPANDED_MUSCLE_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:BONE:DF_MATERIAL_EXPANDED_BONE_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:CARTILAGE:DF_MATERIAL_EXPANDED_CARTILAGE_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:HAIR:DF_MATERIAL_EXPANDED_HAIR_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:TOOTH:DF_MATERIAL_EXPANDED_TOOTH_UNIQUE_TEMPLATE]
	[ADD_MATERIAL:EYE:DF_MATERIAL_EXPANDED_EYE_UNIQUE_TEMPLATE]
